ID,PCR,Fase
ZIV0040343741,4281201,S
ZIV0040430508,4281201,R
ZIV0040430509,4281201,S
ZIV0040430627,4281201,(Mono)
ZIV0040430705,30788601,S
ZIV0040637025,15156001,RST
ZIV0040637025,15156001,(Mono)
ZIV0040637060,15117801,RST
ZIV0040637060,15117801,(Mono)
ZIV0040637097,15156201,(Mono)
ZIV0040637170,15194701,RST
ZIV0040637191,4281201,RST
ZIV0040637229,15195301,RST
ZIV0041884002,15156201,R
ZIV0041884002,15156201,(Mono)
ZIV0045772077,4287401,S
ZIV0046916783,100408081,T
ZIV0046916803,15194501,T
ZIV0046916826,15195201,(Mono)
ZIV0046916845,100159453,R
ZIV0046916846,35014601,R
ZIV0046916847,35015101,S
ZIV0046916850,35096701,T
ZIV0046916851,35021101,T
ZIV0046916852,34781201,T
ZIV0046916923,15195501,T
ZIV0046917124,15141201,S
ZIV0046917125,35016401,R
ZIV0046917245,15194701,S
ZIV0046917248,15117401,T
ZIV0046917250,15194501,T
ZIV0046921834,4281201,R
ZIV0046921835,4281201,T
ZIV0046921893,15156201,S
ZIV0046921894,15156201,R
ZIV0046921895,15156201,S
ZIV0046921896,15156201,R
ZIV0046921897,15156201,S
ZIV0046921900,15156201,R
ZIV0046921901,15156201,S
ZIV0046921902,15156201,S
ZIV0046923941,15194901,R
ZIV0046924455,15117801,S
ZIV0046924460,8897201,T
ZIV0046924511,15195201,R
ZIV0046924511,15195201,T
ZIV0046924740,15117401,S
ZIV0046926315,30211001,(Mono)
ZIV0046928036,15156001,T
ZIV0046929504,15195201,S
ZIV0046987059,100177007,T
ZIV0046992303,8897201,(Mono)
ZIV0046992304,15156101,(Mono)
ZIV0049973334,15195501,RST
